Sham Shui Po,"Hoi Pik House, Hoi Lok Court",,
Sham Shui Po,Lee Tat Building,,
Sham Shui Po,54 Pei Ho Street,,
Sham Shui Po,62 Pei Ho Street,,
Sham Shui Po,"Tower 5, Cullinan West",,
Sham Shui Po,"Nam Lok House, Nam Shan Estate",,
Sham Shui Po,"Nam Fung House, Nam Shan Estate",,
Sham Shui Po,Nam Cheong Mansion,,
Sham Shui Po,140-144 Nam Cheong Street,,
Sham Shui Po,"Tung Shing Building, 61- 65 Nam Cheong Street",,
Sham Shui Po,"Cheong Yin House, Nam Cheong Estate",,
Sham Shui Po,"Cheong Yat House, Nam Cheong Estate",,
Sham Shui Po,"Cheong Shun House, Nam Cheong Estate",,
Sham Shui Po,South Ocean Building,,
Sham Shui Po,Heya Delight,,
Sham Shui Po,"Tower 2, Heya Green",,
Sham Shui Po,Ka On Building,,
Sham Shui Po,100 Ki Lung Street,,
Sham Shui Po,102-104 Ki Lung Street,,
Sham Shui Po,102A Ki Lung Street,,
Sham Shui Po,104 Ki Lung Street,,
Sham Shui Po,108 Ki Lung Street,,
Sham Shui Po,110 Ki Lung Street,,
Sham Shui Po,112-116 Ki Lung Street,,
Sham Shui Po,114 Ki Lung Street,,
Sham Shui Po,118 Ki Lung Street,,
Sham Shui Po,124 Ki Lung Street,,
Sham Shui Po,126 Ki Lung Street,,
Sham Shui Po,131 Ki Lung Street,,
Sham Shui Po,132 Ki Lung Street,,
Sham Shui Po,135 Ki Lung Street,,
Sham Shui Po,136A Ki Lung Street,,
Sham Shui Po,137 Ki Lung Street,,
Sham Shui Po,138 Ki Lung Street,,
Sham Shui Po,139 Ki Lung Street,,
Sham Shui Po,142 Ki Lung Street,,
Sham Shui Po,144 Ki Lung Street,,
Sham Shui Po,146 Ki Lung Street,,
Sham Shui Po,147 Ki Lung Street,,
Sham Shui Po,148 Ki Lung Street,,
Sham Shui Po,149 Ki Lung Street,,
Sham Shui Po,150 Ki Lung Street,,
Sham Shui Po,156A Ki Lung Street,,
Sham Shui Po,156 Ki Lung Street,,
Sham Shui Po,157 Ki Lung Street,,
Sham Shui Po,159 Ki Lung Street,,
Sham Shui Po,160 Ki Lung Street,,
Sham Shui Po,161 Ki Lung Street,,
Sham Shui Po,163 Ki Lung Street,,
Sham Shui Po,164 Ki Lung Street,,
Sham Shui Po,165 Ki Lung Street,,
Sham Shui Po,166 Ki Lung Street,,
Sham Shui Po,171 Ki Lung Street,,
Sham Shui Po,173 Ki Lung Street,,
Sham Shui Po,174 Ki Lung Street,,
Sham Shui Po,176 Ki Lung Street,,
Sham Shui Po,179 Ki Lung Street,,
Sham Shui Po,181 Ki Lung Street,,
Sham Shui Po,182 Ki Lung Street,,
Sham Shui Po,183 Ki Lung Street,,
Sham Shui Po,213 Ki Lung Street,,
Sham Shui Po,215 Ki Lung Street,,
Sham Shui Po,217 Ki Lung Street,,
Sham Shui Po,218 Ki Lung Street,,
Sham Shui Po,219 Ki Lung Street,,
Sham Shui Po,220 Ki Lung Street,,
Sham Shui Po,222 Ki Lung Street,,
Sham Shui Po,224 Ki Lung Street,,
Sham Shui Po,226 Ki Lung Street,,
Sham Shui Po,230 Ki Lung Street,,
Sham Shui Po,232 Ki Lung Street,,
Sham Shui Po,236 Ki Lung Street,,
Sham Shui Po,238 Ki Lung Street,,
Sham Shui Po,239 Ki Lung Street,,
Sham Shui Po,240 Ki Lung Street,,
Sham Shui Po,241 Ki Lung Street,,
Sham Shui Po,243 Ki Lung Street,,
Sham Shui Po,247 Ki Lung Street,,
Sham Shui Po,251 Ki Lung Street,,
Sham Shui Po,252 Ki Lung Street,,
Sham Shui Po,254 Ki Lung Street,,
Sham Shui Po,255 Ki Lung Street,,
Sham Shui Po,257 Ki Lung Street,,
Sham Shui Po,261 Ki Lung Street,,
Sham Shui Po,262 Ki Lung Street,,
Sham Shui Po,266 Ki Lung Street,,
Sham Shui Po,268 Ki Lung Street,,
Sham Shui Po,274 Ki Lung Street,,
Sham Shui Po,276 Ki Lung Street,,
Sham Shui Po,278 Ki Lung Street,,
Sham Shui Po,284 Ki Lung Street,,
Sham Shui Po,29A Ki Lung Street,,
Sham Shui Po,367-369 Ki Lung Street,,
Sham Shui Po,161-163 Tai Nan Street,,
Sham Shui Po,209 Tai Nan Street,,
Sham Shui Po,335 Tai Nan Street,,
Sham Shui Po,357 Tai Nan Street,,
Sham Shui Po,"Tung Lung House, Tai Hang Tung Estate",,
Sham Shui Po,80 Tai Po Road,,
Sham Shui Po,Tai Tak Building,,
Sham Shui Po,Dah Sing Building,,
Sham Shui Po,"Tower 2, The Pacifica",,
Sham Shui Po,"Tower 3, The Pacifica",,
Sham Shui Po,"Tower 5, The Pacifica",,
Sham Shui Po,"Tower 6, The Pacifica",,
Sham Shui Po,"Tower 7, The Pacifica",,
Sham Shui Po,The Addition,,
Sham Shui Po,"Fu Hoi House, Fu Cheong Estate",,
Sham Shui Po,"Fu Yee House, Fu Cheong Estate",,
Sham Shui Po,"Fu Wong House, Fu Cheong Estate",,
Sham Shui Po,"Fu Loy House, Fu Cheong Estate",,
Sham Shui Po,"Block H, Junior Staff Married Quarters",,
Sham Shui Po,59 Berwick Street,,
Sham Shui Po,"Fook Ming House, Fortune Estate",,
Sham Shui Po,"Fook Yuet House, Fortune Esate",,
Sham Shui Po,Hong Fook Building,,
Sham Shui Po,"Block A, Hong Fai Building",,
Sham Shui Po,Kin Sun Building,,
Sham Shui Po,"Han Ching House, Yee Ching Court",,
Sham Shui Po,Hang Tat Building,,
Sham Shui Po,"Tower 5, Seaside Sonata",,
Sham Shui Po,Sun Wah House,,
Sham Shui Po,"Block 1, Liberte",,
Sham Shui Po,"Block 2, Liberte",,
Sham Shui Po,"Block 5, Liberte",,
Sham Shui Po,"Block 6, Liberte",,
Sham Shui Po,13A Cheung Wah Street,,
Sham Shui Po,Sevilla Crest,,
Sham Shui Po,"Yan Oi House, Lei Cheng Uk Estate",,
Sham Shui Po,"Hau Lim House, Lei Cheng Uk Estate",,
Sham Shui Po,"Hau Chi House, Lei Cheng Uk Estate",,
Sham Shui Po,"Chung Hou House, Lei Cheng Uk Estate",,
Sham Shui Po,"Lai Yeung House, Lei Cheng Uk Estate",,
Sham Shui Po,"Block A, Tung Lo Court",,
Sham Shui Po,"Block B, Tung Lo Court",,
Sham Shui Po,"Fuk Wing Mansion, 149-155A Pratas Street",,
Sham Shui Po,"Block B, Eastland Towers",,
Sham Shui Po,38 Kweilin Street,,
Sham Shui Po,"Wing Chun House, Wing Cheong Estate",,
Sham Shui Po,Roxan Mansion,,
Sham Shui Po,"Wing Ming Building, 34-42 Yen Chow Street",,
Sham Shui Po,56A Yen Chow Street,,
Sham Shui Po,Wing Luen Mansion,,
Sham Shui Po,Wing Pont House,,
Sham Shui Po,128 Yu Chau Street,,
Sham Shui Po,150A Yu Chau Street,,
Sham Shui Po,67 Yu Chau Street,,
Sham Shui Po,75 Yu Chau Street,,
Sham Shui Po,"Tower 1, Banyan Garden",,
Sham Shui Po,190A Hai Tan Street,,
Sham Shui Po,Harbour Park,,
Sham Shui Po,"Ying Cheong House, Hoi Ying Estate",,
Sham Shui Po,Hoi Cheung Building,,
Sham Shui Po,"Hoi Cheong House, Hoi Tat Estate",,
Sham Shui Po,"Hoi Ming House, Hoi Lai Estate",,
Sham Shui Po,"Hoi Ching House, Hoi Lai Estate",,
Sham Shui Po,"Hoi Shui House, Hoi Lai Estate",,
Sham Shui Po,"Hoi Yin House, Hoi Lai Estate",,
Sham Shui Po,Shamshuipo Building,,
Sham Shui Po,"Lai Sau House, Ching Lai Court",,
Sham Shui Po,"Fu Chak House, Chak On Estate",,
Sham Shui Po,"Wing Chak House, Chak On Estate",,
Sham Shui Po,"Wah Chak House, Chak On Estate",,
Sham Shui Po,"Lai Chak House, Chak On Estate",,
Sham Shui Po,Yuk Chuen Building,,
Sham Shui Po,Sunny Court,,
Sham Shui Po,"Block 7, Beacon Heights",,
Sham Shui Po,2 Fat Tseung Street,,
Sham Shui Po,28 Poplar Street,,
Sham Shui Po,"Kin Tin House, Pak Tin Estate",,
Sham Shui Po,"Tai Tin House, Pak Tin Estate",,
Sham Shui Po,"On Tin House, Pak Tin Estate",,
Sham Shui Po,"Fu Tin House, Pak Tin Estate",,
Sham Shui Po,"Hong Tin House, Pak Tin Estate",,
Sham Shui Po,"Sum Tin House, Pak Tin Estate",,
Sham Shui Po,"Cheung Tin House, Pak Tin Estate",,
Sham Shui Po,"Long Tin House, Pak Tin Estate",,
Sham Shui Po,"Ching Tin House, Pak Tin Estate",,
Sham Shui Po,"Yun Tin House, Pak Tin Estate",,
Sham Shui Po,"Chak Tin House, Pak Tin Estate",,
Sham Shui Po,"Shui Tin House, Pak Tin Estate",,
Sham Shui Po,"Shing Tin House, Pak Tin Estate",,
Sham Shui Po,"Tsui Tin House, Pak Tin Estate",,
Sham Shui Po,"Yue Tin House, Pak Tin Estate",,
Sham Shui Po,"Wing Tin House, Pak Tin Estate",,
Sham Shui Po,"Wan Tin House, Pak Tin Estate",,
Sham Shui Po,"Lai Tin House, Pak Tin Estate",,
Sham Shui Po,Pak Far Building,,
Sham Shui Po,"Mei Foo Sun Chuen, 130 Broadway",,
Sham Shui Po,"Mei Foo Sun Chuen, 61 Broadway",,
Sham Shui Po,31-33 Shek Kip Mei Street,,
Sham Shui Po,"Block 19, Shek Kip Mei Estate",,
Sham Shui Po,"Block 20, Shek Kip Mei Estate",,
Sham Shui Po,"Block 21, Shek Kip Mei Estate",,
Sham Shui Po,"Block 22, Shek Kip Mei Estate",,
Sham Shui Po,"Block 23, Shek Kip Mei Estate",,
Sham Shui Po,"Block 24, Shek Kip Mei Estate",,
Sham Shui Po,"Block 44, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Leong House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Yue House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Choi House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Ying House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Pak House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Yick House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Shing House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Hei House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Sang House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Kwai House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",,
Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",,
Sham Shui Po,Cheung Yin Building,,
Sham Shui Po,Fuk Wing Building,,
Sham Shui Po,101 Fuk Wing Street,,
Sham Shui Po,107-109 Fuk Wing Street,,
Sham Shui Po,114 Fuk Wing Street,,
Sham Shui Po,116 Fuk Wa Street,,
Sham Shui Po,118 Fuk Wing Street,,
Sham Shui Po,15 Fuk Wing Street,,
Sham Shui Po,43 Fuk Wing Street,,
Sham Shui Po,91 Fuk Wing Street,,
Sham Shui Po,135A Fuk Wa Street,,
Sham Shui Po,137 Fuk Wa Street,,
Sham Shui Po,77 Fuk Wa Street,,
Sham Shui Po,Chow Har Building,,
Sham Shui Po,"Mei Foo Sun Chuen Stage 3, 70 Broadway Street",,
Sham Shui Po,"Mei Foo Sun Chuen Stage 3, 84 Broadway",,
Sham Shui Po,"Mei Foo Sun Chuen Stage 8, 102-104 Broadway",,
Sham Shui Po,"Man On Building, 284 Lai Chi Kok Road",,
Sham Shui Po,296 Lai Chi Kok Road,,
Sham Shui Po,312 Lai Chi Kok Road,,
Sham Shui Po,332 Lai Chi Kok Road,,
Sham Shui Po,Lai Heung Building,,
Sham Shui Po,"Marigold House, So Uk Estate",,
Sham Shui Po,"Larkspur House, So Uk Estate",,
Sham Shui Po,"Azalea House, So Uk Estate",,
Sham Shui Po,"Cherry House, So Uk Estate",,
Sham Shui Po,"Begonia House, So Uk Estate",,
Sham Shui Po,"Lily House, So Uk Estate",,
Sham Shui Po,"Carnation House, So Uk Estate",,
Sham Shui Po,"Orchid House, So Uk Estate",,
Sham Shui Po,"Cedar House, So Uk Estate",,
Sham Shui Po,Hosar Building,,
Sham Shui Po,"Block A, Capital Building",,
Sham Shui Po,6 Ying Wa Street,,
Sham Shui Po,100 Cheung Sha Wan Road,,
Sham Shui Po,133 Cheung Sha Wan Road,,
Sham Shui Po,13 Cheung Sha Wan Road,,
Sham Shui Po,145 Cheung Sha Wan Road,,
Sham Shui Po,179-181 Cheung Sha Wan Road,,
Sham Shui Po,"Hop Yuen Building, 57-59 Cheung Sha Wan Road",,
Sham Shui Po,298 Castle Peak Road,,
Sham Shui Po,330 Castle Peak Road,,
Sham Shui Po,The Sorentino,,
Sham Shui Po,Super Tower,,
Sham Shui Po,117 Apliu Street,,
Sham Shui Po,153 Apliu Street,,
Sham Shui Po,35 Ap Liu Street,,
Sham Shui Po,Hung Yick Building,,
Sham Shui Po,Hung Yu Mansion,,
Sham Shui Po,"Lai Ping House, Lai On Estate",,
Sham Shui Po,"Lai Ki House, Lai Tsui Court",,
Sham Shui Po,"Lai Yeung House, Lai Tsui Court",,
Sham Shui Po,"Lai Huen House, Lai Kok Estate",,
Sham Shui Po,"Lai Lo House, Lai Kok Estate",,
Sham Shui Po,15B Wong Chuk Street,,
Sham Shui Po,"23 Wong Chuk Street, Kowloon",,
Sha Tin,103 Sheung Keng Hau,,
Sha Tin,Ha Wo Che Village,,
Sha Tin,"Ming Shun Lau, Jat Min Chuen",,
Sha Tin,"Ming Yan Lau, Jat Min Chuen",,
Sha Tin,"Ming Yiu Lau, Jat Min Chuen",,
Sha Tin,Kau To Village,,
Sha Tin,25 A Kung Kok Street,,
Sha Tin,"Block 1, Wai Wah Centre",,
Sha Tin,"Lee Wing House, Lee On Estate",,
Sha Tin,"Lee Shing House, Lee On Estate",,
Sha Tin,"Lee Hing House, Lee On Estate",,
Sha Tin,"Lee Wah House, Lee On Estate",,
Sha Tin,"Lee Fung House, Lee On Estate",,
Sha Tin,"Pok On House, Pok Hong Estate",,
Sha Tin,"Pok Man House, Pok Hong Estate",,
Sha Tin,"Pok Chi House, Pok Hong Estate",,
Sha Tin,"Pok Tai House, Pok Hong Estate",,
Sha Tin,"Pok Wah House, Pok Hong Estate",,
Sha Tin,"Pok Yue House, Pok Hong Estate",,
Sha Tin,"Pok Tat House, Pok Hong Estate",,
Sha Tin,"Tower 2, Phase 1, Festival City",,
Sha Tin,"Tower 3, Phase 1, Festival City",,
Sha Tin,"Tower 3, Phase 2, Festival City",,
Sha Tin,"Tower 1, Phase 2, Festival City",,
Sha Tin,"Tower 2, Phase 2, Festival City",,
Sha Tin,"Tower 1, Phase 3, Festival City",,
Sha Tin,"Tower 3, Phase 3, Festival City",,
Sha Tin,"Tower 5, Phase 3, Festival City",,
Sha Tin,"Ka Kei House, Ka Tin Court",,
Sha Tin,"Ka Wing House, Ka Tin Court",,
Sha Tin,"Block 2, La Costa",,
Sha Tin,Tai Shui Hang,,
Sha Tin,"Tower 2A, Oceanaire",,
Sha Tin,"Shung Lam Court, Lucky Plaza",,
Sha Tin,"Yu Lam Court, Lucky Plaza",,
Sha Tin,"Block 1, Grandway Garden",,
Sha Tin,"Block 3, Grandway Garden",,
Sha Tin,"Block 11, Chevalier Garden",,
Sha Tin,"Block 16, Chevalier Garden",,
Sha Tin,"Block 17, Chevalier Garden",,
Sha Tin,"Block 5, Chevalier Garden",,
Sha Tin,"Block 8, Chevalier Garden",,
Sha Tin,"Block 11, Saddle Ridge Garden",,
Sha Tin,"Block 4, Saddle Ridge Garden",,
Sha Tin,"Fontana Heights, Belair Gardens",,
Sha Tin,"Block 2, Castello",,
Sha Tin,"Block 3, Castello",,
Sha Tin,"Yuen Lam House, Hong Lam Court",,
Sha Tin,"Shan Lam House, Hong Lam Court",,
Sha Tin,"Hing Lam House, Kwong Lam Court",,
Sha Tin,"Mau Lam House, Kwong Lam Court",,
Sha Tin,"Fook Lam House, Kwong Lam Court",,
Sha Tin,"Pine House, Kwong Yuen Estate",,
Sha Tin,"Kapok House, Kwong Yuen Estate",,
Sha Tin,"Alder House, Kwong Yuen Estate",,
Sha Tin,"Banyan House, Kwong Yuen Estate",,
Sha Tin,"Oak House, Kwong Yuen Estate",,
Sha Tin,Choi Wo Court,,
Sha Tin,"Tower 9, The Palazzo",,
Sha Tin,"Heng Yat House, Heng On Estate",,
Sha Tin,"Heng Sing House, Heng On Estate",,
Sha Tin,"Heng Kong House, Heng On Estate",,
Sha Tin,"Heng Yuet House, Heng On Estate",,
Sha Tin,"Tower 2, Granville Garden",,
Sha Tin,"Shing Wing House, Yue Shing Court",,
Sha Tin,"Yue Chak House, Yue Tin Court",,
Sha Tin,"Yue Kwan House, Yue Tin Court",,
Sha Tin,"Yue Yat House, Yue Tin Court",,
Sha Tin,"Yu Kan House, Yu Chui Court",,
Sha Tin,"Yu Lim House, Yu Chui Court",,
Sha Tin,"Yu Yan House, Yu Chui Court",,
Sha Tin,"Yu Man House, Yu Chui Court",,
Sha Tin,Pai Tau Hang,,
Sha Tin,Pei Tau Village,,
Sha Tin,"Ivy Court, New Town Plaza",,
Sha Tin,"GREVILLEA COURT, NEW TOWN PLAZA",,
Sha Tin,"Block L, Phase 4, Sunshine City",,
Sha Tin,"Foo Wai House, Sun Tin Wai Estate",,
Sha Tin,"Wing Wai House, Sun Tin Wai Estate",,
Sha Tin,"Shing Wai House, Sun Tin Wai Estate",,
Sha Tin,"Fung Wai House, Sun Tin Wai Estate",,
Sha Tin,"Sun Kit House, Sun Chui Estate",,
Sha Tin,"Sun Yee House, Sun Chui Estate",,
Sha Tin,"Sun Hok House, Sun Chui Estate",,
Sha Tin,"Sun Ming House, Sun Chui Estate",,
Sha Tin,"Sun Yuet House, Sun Chui Estate",,
Sha Tin,"Sun Fong House, Sun Chui Estate",,
Sha Tin,Yuk Wo Court,,
Sha Tin,Springfield Garden,,
Sha Tin,"Bing Sam House, King Tin Court",,
Sha Tin,"Man Sam House, King Tin Court",,
Sha Tin,"Ching Sam House, King Tin Court",,
Sha Tin,"Block 1, Mountain Shore",,
Sha Tin,"Block 7, Pristine Villa",,
Sha Tin,Tsang Tai Uk New Village,,
Sha Tin,Kwai Tei New Village,,
Sha Tin,"Chung Lam Court, Lucky Plaza",,
Sha Tin,6 Lok Fung Path,,
Sha Tin,"Yan Yuet House, Yan On Estate",,
Sha Tin,"Yan Chung House, Yan On Estate",,
Sha Tin,"Block 1, Prima Villa",,
Sha Tin,"Shou Chuen House, Shui Chuen O Estate",,
Sha Tin,"Hei Chuen House, Shui Chuen O Estate",,
Sha Tin,"Shing Chuen House, Shui Chuen O Estate",,
Sha Tin,"Shan Chuen House, Shui Chuen O Estate",,
Sha Tin,"Tsun Chuen House, Shui Chuen O Estate",,
Sha Tin,"Sung Chuen House, Shui Chuen O Estate",,
Sha Tin,"Ling Chuen House, Shui Chuen O Estate",,
Sha Tin,"Ming Chuen House, Shui Chuen O Estate",,
Sha Tin,"Ying Chuen House, Shui Chuen O Estate",,
Sha Tin,"Yuet Chuen House, Shui Chuen O Estate",,
Sha Tin,"Long Chuen House, Shui Chuen O Estate",,
Sha Tin,"Lam Chuen House, Shui Chuen O Estate",,
Sha Tin,"Lok Chuen House, Shui Chuen O Estate",,
Sha Tin,"Yan Chuen House, Shui Chuen O Estate",,
Sha Tin,"Ho Chuen House, Shui Chuen O Estate",,
Sha Tin,"Ching Chuen House, Shui Chuen O Estate",,
Sha Tin,"Chuk Chuen House, Shui Chuen O Estate",,
Sha Tin,"Mau Chuen House, Shui Chuen O Estate",,
Sha Tin,Sha Tin Wai New Village,,
Sha Tin,"Block 17, City One Shatin",,
Sha Tin,"Block 20, City One Shatin",,
Sha Tin,"Block 23, City One Shatin",,
Sha Tin,"Block 31, City One Shatin",,
Sha Tin,"Block 41, City One Shatin",,
Sha Tin,"Block 43, City One Shatin",,
Sha Tin,"Block 47, City One Shatin",,
Sha Tin,"Block 7, City One Shatin",,
Sha Tin,"Osprey House, Sha Kok Estate",,
Sha Tin,"Green Heron House, Sha Kok Estate",,
Sha Tin,"Herring Gull House, Sha Kok Estate",,
Sha Tin,"Skylark House, Sha Kok Estate",,
Sha Tin,"Block A, Garden Rivera",,
Sha Tin,Hoi Wan House,,
Sha Tin,"Fook Hey Court, Holford Gardens",,
Sha Tin,"Block 1, Ravana Garden",,
Sha Tin,"Sau Chuen House, Lek Yuen Estate",,
Sha Tin,"Wing Shui House, Lek Yuen Estate",,
Sha Tin,"Luk Chuen House, Lek Yuen Estate",,
Sha Tin,"Fook Hoi House, Lek Yuen Estate",,
Sha Tin,"Wah Fung House, Lek Yuen Estate",,
Sha Tin,"Kwai Wo House, Lek Yuen Estate",,
Sha Tin,Fui Yiu Ha New Village,,
Sha Tin,Block 3 Julimount Garden,,
Sha Tin,Kingston Lodge,,
Sha Tin,Shek Kwu Lung,,
Sha Tin,"Belleve Court, Phase 1, Pictorial Garden",,
Sha Tin,"Forum Court, Phase 2, Pictorial Garden",,
Sha Tin,"Hi Shek House, Shek Mun Estate",,
Sha Tin,"San Shek House, Shek Mun Estate",,
Sha Tin,"Sui Shek House, Shek Mun Estate",,
Sha Tin,"Mei Shek House, Shek Mun Estate",,
Sha Tin,"Fung Shek House, Shek Mun Estate",,
Sha Tin,Wo Liu Hang Village,,
Sha Tin,"Hip Wo House, Wo Che Estate",,
Sha Tin,"Hong Wo House, Wo Che Estate",,
Sha Tin,"Tak Wo House, Wo Che Estate",,
Sha Tin,"Yan Wo House, Wo Che Estate",,
Sha Tin,"Man Wo House, Wo Che Estate",,
Sha Tin,"Shun Wo House, Wo Che Estate",,
Sha Tin,"Shek Yuk House, Chun Shek Estate",,
Sha Tin,"Shek Ying House, Chun Shek Estate",,
Sha Tin,Chik Fu Mansion,,
Sha Tin,"Hing On House, Sui Wo Court",,
Sha Tin,"Tower 3, Greenhill Villa",,
Sha Tin,"Fai Shing House, May Shing Court",,
Sha Tin,"Kwai Shing House, May Shing Court",,
Sha Tin,"Yat Shing House, May Shing Court",,
Sha Tin,"Lok Chung House, Mei Chung Court",,
Sha Tin,"Hing Chung House, Mei Chung Court",,
Sha Tin,"Mei Tao House, Mei Lam Estate",,
Sha Tin,"Mei Yeung House, Mei Lam Estate",,
Sha Tin,"Mei Fung House, Mei Lam Estate",,
Sha Tin,"Mei Wai House, Mei Lam Estate",,
Sha Tin,"Mei Chuen House, Mei Tin Estate",,
Sha Tin,"Mei Ting House, Mei Tin Estate",,
Sha Tin,"Mei King House, Mei Tin Estate",,
Sha Tin,"Mei Lok House, Mei Tin Estate",,
Sha Tin,"Mei Mun House, Mei Tin Estate",,
Sha Tin,"Mei Sau House, Mei Tin Estate",,
Sha Tin,"Mei Chi House, Mei Tin Estate",,
Sha Tin,"Mei Lai House, Mei Tin Estate",,
Sha Tin,Mei Ying Court,,
Sha Tin,"Block F, Garden Vista",,
Sha Tin,Greenwood Garden,,
Sha Tin,Green Leaves Garden,,
Sha Tin,"Yiu Ping House, Yiu On Estate",,
Sha Tin,"Yiu Wing House, Yiu On Estate",,
Sha Tin,"Yiu Him House, Yiu On Estate",,
Sha Tin,"Yiu Chung House, Yiu On Estate",,
Sha Tin,"Ashley Garden, Stage 1, Shatinpark",,
Sha Tin,"Wo On House, Fung Wo Estate",,
Sha Tin,"Wo Yue House, Fung Wo Estate",,
Sha Tin,"Wo Shun House, Fung Wo Estate",,
Sha Tin,"Wing Shing House, Fung Shing Court",,
Sha Tin,"Wah Shing House, Fung Shing Court",,
Sha Tin,"Block 1, Grandeur Garden",,
Sha Tin,"Block 2, Grandeur Garden",,
Sha Tin,"Block 4, Grandeur Garden",,
Sha Tin,Glamour Garden,,
Sha Tin,"Tower 2, Lake Silver",,
Sha Tin,"Block 2, Jubilee Garden",,
Sha Tin,"Block 3, Jubilee Garden",,
Sha Tin,"Block 4, Jubilee Garden",,
Sha Tin,"Block 7, Jubilee Garden",,
Sha Tin,"Block 8, Jubilee Garden",,
Sha Tin,Tung Lo Wan Village,,
Sha Tin,"Kam Kei House, Kam Tai Court",,
Sha Tin,"Kam Ching House, Kam Tai Court",,
Sha Tin,"Kam Hing House, Kam Tai Court",,
Sha Tin,"Kam Pong House, Kam Tai Court",,
Sha Tin,"Kam Lai House, Kam Tai Court",,
Sha Tin,"Kam Keung House, Kam Ying Court",,
Sha Tin,"Kam Nga House, Kam Ying Court",,
Sha Tin,"Kam Ho House, Kam Fung Court",,
Sha Tin,"Kam Lei House, Kam Fung Court",,
Sha Tin,"Kam Huen House, Kam Fung Court",,
Sha Tin,"Kam Kwai House, Kam Fung Court",,
Sha Tin,"Kam Yung House, Kam Fung Court",,
Sha Tin,"Kam Mei House, Kam Fung Court",,
Sha Tin,"Kam Lan House, Kam Fung Court",,
Sha Tin,"Yuk On House, Kam On Court",,
Sha Tin,"Ngan On House, Kam On Court",,
Sha Tin,"Sin Sam House, Lung Hang Estate",,
Sha Tin,"Hok Sam House, Lung Hang Estate",,
Sha Tin,"Wai Sam House, Lung Hang Estate",,
Sha Tin,"Wing Sam House, Lung Hang Estate",,
Sha Tin,"Lok Sam House, Lung Hang Estate",,
Sha Tin,"Sheung Sam House, Lung Hang Estate",,
Sha Tin,Kak Tin Village,,
Sha Tin,"Block 2, Carado Garden",,
Sha Tin,"Block 3, Carado Garden",,
Sha Tin,"Block 4, Carado Garden",,
Sha Tin,"Block 5, Carado Garden",,
Sha Tin,"Block 6, Carado Garden",,
Sha Tin,"Chung Wo House, Chung On Estate",,
Sha Tin,"Chung Tak House, Chung On Estate",,
Sha Tin,"Chung Chi House, Chung On Estate",,
Sha Tin,"Chung Kwan House, Chung On Estate",,
Sha Tin,"Hin Fu House, Hin Keng Estate",,
Sha Tin,"Hin Tak House, Hin Keng Estate",,
Sha Tin,"Hin Yeung House, Hin Keng Estate",,
Sha Tin,"Hin Pui House, Hin Keng Estate",,
Sha Tin,"Hin Yau House, Hin Keng Estate",,
Sha Tin,"Hin Wan House, Hin Keng Estate",,
Sha Tin,Hin Tin,,
Sha Tin,"Hin Yiu House, Hin Yiu Estate",,
Sha Tin,"Chung Chi Staff Quarters, CUHK",,
Sha Tin,"Block 1, Ma On Shan Centre",,
Sha Tin,"Block 2, Ma On Shan Centre",,
Sha Tin,"Block 4, Ma On Shan Centre",,
Sha Tin,"Block 10, Royal Ascot",,
Sha Tin,"Block 1, Royal Ascot",,
Sha Tin,"Block 5, Royal Ascot",,
Sha Tin,"Block 7, Royal Ascot",,
Sha Tin,"Block 9, Royal Ascot",,
Sha Tin,"Chun Sze House, Chun Yeung Estate",,
Sha Tin,"Chun Wu House, Chun Yeung Estate",,
Sha Tin,"Chun Yi House, Chun Yeung Estate",,
Southern,Command Tower,,
Southern,Siu Kwan Mansion,,
Southern,Fortune Mansion,,
Southern,"Tung On House, Lei Tung Estate",,
Southern,"Tung Ping House, Lei Tung Estate",,
Southern,"Tung Cheong House, Lei Tung Estate",,
Southern,"Tung Yip House, Lei Tung Estate",,
Southern,"Tung Hing House, Lei Tung Estate",,
Southern,"Tung Mau House, Lei Tung Estate",,
Southern,"Tung Yat House, Lei Tung Estate",,
Southern,South Walk．Aura,,
Southern,"Block 3, South Wave Court",,
Southern,"Block A, Ka Wo Building",,
Southern,"Ka Chun House, Ka Lung Court",,
Southern,"Ka Sing House, Ka Lung Court",,
Southern,Big wave bay 260,,
Southern,On Fai Building,,
Southern,Full Jade Mansion,,
Southern,"Berkeley Court, The Oasis",,
Southern,"Dover Court, South Horizons",,
Southern,Yee Hing Building,,
Southern,"Tower 1, Marina Habitat",,
Southern,"Tower 3, Marina Habitat",,
Southern,"Block 2, CSD Staff Quarters",,
Southern,Toho Court,,
Southern,Happy View Building,,
